Title,hoax,prediction
Video Perampokan di City Square Mall Malaysia,1,1
“Pilar Masjid di Pontianak Bergeser”,1,1
Jokowi Utus Muhadjir dan Kepala BNPB ke Pakistan Serahkan Bantuan Korban Banjir,0,0
"Penghapusan Mural, antara Sikap Antikritik dan Instruksi Jokowi yang Tak Didengarkan...",0,0
"Pemberhentian Anies Baswedan, Tito Karnavian: Insya Allah Husnul Khotimah",0,0
Surat Penunjukan Penyedia Barang/Jasa Kementerian Kesehatan Republik Indonesia Tahun 2022,1,1
"Foto “AKHIRNYA, LARANGAN MUDIK DICABUT”",1,1
Komnas Perempuan: Orang dengan Disabilitas Punya Hak Politik yang Sama,0,0
“sekarang Nussa Rarra dilarang diproduksi”,1,1
IPW Minta KPK Tegas Mengusut Kasus Lukas Enembe,0,0
Penjelasan BMKG Soal Isu Cuaca Panas Extreme yang Melanda Indonesia,1,1
Gimik dan Langkah Politik AHY,0,0
DPR Sahkan RUU IKN Menjadi Undang-undang Ibu Kota Negara,0,0
DPR Minta Pemerintah Buat Aturan Teknis Penunjukan Pj Kepala Daerah,0,0
Gambar Kartu Nikah dengan 4 Kolom Foto Istri,1,1
: Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,1,1
"Usai Bebas Nanti, Ahmad Dhani Bakal Banyak Berpolitik Dibanding Bermusik",0,0
Yahya Staquf Mendaftarkan Kepengurusan PBNU ke Kemenkumham,0,0
"Muhammadiyah soal Pemilu Ditunda: Lihat Masyarakat, Bukan Cuma Survei",0,0
Ma’ruf Amin Ingatkan Umat Islam Saling Hormati Perbedaan Politik,0,0
Ketum Pemuda Pancasila Wajibkan Kader Pilih Anies di Pilpres 2024,0,0
Video “Penyiksaan oleh komunis terhadap muslim Uighur”,1,1
Survei: Mayoritas Publik Tak Puas dengan Pengendalian Harga Barang,0,0
Presiden Jokowi Dijadwalkan Akan Terima Gelar Adat dari Kesultanan Ternate,0,0
Ganjar Pranowo Nyatakan Siap Maju Capres 2024,0,0
Arteria Dahlan Resmi Dilaporkan ke MKD Terkait SARA Bahasa Sunda,0,0
"Survei Litbang ""Kompas"": Sikap Toleransi Masyarakat Tinggi, tetapi Dibayangi Ancaman Konflik Agama dan Politik",0,0
(Hoax): Coca Cola dan Pepsi Cola Minuman Arak,1,1
"Jokowi Akan Konvoi Bareng Pembalap MotoGP, Warganet Soroti Minyak Goreng",0,0
PPP Aceh Dukung Sandiaga Uno Maju Pilpres 2024,0,0
"PDIP dan PKB Setuju Kades Tuntut 9 Tahun Masa Jabatan, Pakar Hukum: Rawan Korupsi",0,0
Akun Facebook DPRD Kep. Riau “Haji Irwansyah”,1,1
"BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI",1,1
Mahfud MD soal Sistem Coblos Partai: Biar MK yang Putuskan,0,0
PPP Akui Jajaki Koalisi dengan PAN dan Nasdem untuk Pilpres 2024,0,0
Prabowo Dipastikan Temui Rais Aam dan Ketua Umum PBNU,0,0
Hanura Tentukan Dukungan soal Capres pada Desember 2022,0,0
“Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717”,1,1
"Ratusan Kepala Desa Gelar Aksi di Depan Gedung DPR, Minta Jabatan Diperpanjang Jadi 9 Tahun",0,0
Meminum Cairan dari Pohon Pisang Dapat Menyembuhkan Asam Lambung,1,1
Portal Berita Daily Mirror Menyebarluaskan Informasi Bahwa Penggunaan Mainan Seks Meningkatkan Resiko Serangan Jantung Bagi Wanita,1,1
"“Adeku di tilang di toko Samarinda Central Plaza, bayar 250k gara2 masker di dagu”",1,1
Mendagri Tito Ungkap Kriteria Penjabat Gubernur DKI Pengganti Anies Baswedan,0,0
Penangkapan Tersangka Teroris & Temuan Bom di Bekasi adalah Usaha Pengalihan isu.,1,1
NasDem Minta Pembahasan Amandemen UUD 1945 Ditunda,0,0
"DIBERI DUIT, BAJU DAN MAKAN, TAPI ACARA TETAP SUNYI, RELAWAN JOKOWI HAMPIR BUNUH DIRI",1,1
"HUT Demokrat, SBY Terkenang Ibu Ani Yudhoyono",0,0
Mendagri Tito Dilaporkan ke Ombudsman soal Pj Kepala Daerah,0,0
Puan Bantah Penundaan Penyerahan Surpres Calon Panglima TNI karena Ada Perubahan Nama,0,0
“Aceh Kembali Meminta Kemerdekaan Setelah Sholat Jumat di Masjid Raya Banda Aceh”,1,1
"Bertemu Perdana Menteri Terpilih Australia, Jokowi: Bukan Orang Baru Bagi Saya",0,0
Eggi Sudjana Tak Bakal Dukung Prabowo di Pilpres 2024,0,0
Partai NasDem Klaim Koalisi Perubahan Akan Segera Terbentuk,0,0
Video Kandungan Minyak pada Satu Kilogram Ayam Goreng,1,1
"Survei Capres Median: Prabowo, Anies, Ganjar Bersaing Ketat",0,0
Jokowi Bicara dengan Megawati di Tengah Spekulasi Hubungan Merenggang,0,0
"“KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya”",1,1
Klarifikasi @susipudjiastuti Mengenai “Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411”,1,1
“Kominfo Tebar Hoax Bahwa Foto FPI Bantu Gempa Palu Adalah Hoax”,1,1
DPR Minta Obat Ivermectin Ditarik Jika Terbukti Ilegal,0,0
Relawan Ganjarian Spartan Bersyukur GP Mania Bubar: Sering Adu Domba,0,0
AHY Didampingi Ibas Daftarkan Partai Demokrat ke KPU,0,0
Video Pesawat Menyemprotkan Zat Yang Dapat Membuat Orang Sakit Tenggorokan dan Demam,1,1
PEMUDA YG GREBEK MUNCUL.! TUNJUKKAN ADEGAN TEL4NJ4NG IBU NORMA SAAT DIKONTRAKAN ROZY,1,1
Tokoh Adat Kaltim Minta Jokowi Bangunkan Fasilitas Pendidikan Warga Lokal,0,0
Ngabalin Klaim Tak Ada Unsur Kepentingan di Balik Statuta UI,0,0
Anak-Anak di Rusia Menyanyikan Lagu Indonesia Raya untuk Menyambut Presiden RI dalam Misi Perdamaian Rusia-Ukarina,1,1
Lautan Merah Ribuan Masyarakat Dayak Sambut Jokowi di Kalbar,0,0
“PARA PENGUSUNG KHILAFAH SEMAKIN KALAP KARENA BANYAK DITEMUKAN BENDERA PKI”,1,1
"Moeldoko: Istana Fokus Program Pemerintah, Enggak Mikir Pemilu 2024",0,0
Yusril Ungkap Perbedaan Tangani Kasus Demokrat dan Golkar-PPP,0,0
"Megawati dan Langkah Politiknya sebagai ""Queen Maker"" Jelang Pilpres 2024",0,0
"Di Depan Ganjar dan Puan, Jokowi Minta Pilpres 2024 Adem",0,0
Jokowi Belum Terima Nama Calon Pj Gubernur DKI Pengganti Anies,0,0
DPRD Kritik Dana Penanganan Banjir DKI Masih Sisa Ratusan Miliar,0,0
PDIP Sebut Perpu Cipta Kerja Langkah Antisipasi Hadapi Krisis Global,0,0
"""Ada Kebutuhan Jokowi Melindungi Pengaruh Politik Airlangga""",0,0
(HOAX): Ibu Iriana Dapat Kalung dari Raja Salman dan Diserahkan ke KPK,1,1
"Modal PT 20 Persen, Hasto Akui Jokowi Sulit Dapat Dukungan Kuat Rakyat",0,0
Puan Maharani soal Dewan Kolonel: Itu Hanya Nama dan Bentukan,0,0
Surya Paloh: Calonkan Anies Bukan Berarti Hubungan ke Jokowi Retak,0,0
Gibran Cerita Kaesang Tertarik Terjun ke Politik Setelah Melihat Pembangunan Solo,0,0
“RISMA DIBAPTIS DI GEREJA … ? Innalillahi Wainnailahi Rojiun”,1,1
Yusril Respons Rachland dan Andi Arief: Omongan Orang Jalanan,0,0
“2 Petani di Rokan Hilir tewas tersambar petir saat berteduh di pohon sawit”,1,1
INDEF: Bagi-bagi Proyek Pembangunan Ibu Kota Baru Jangan Berdasarkan Kepentingan Politik,0,0
"Usai Bertemu Nasdem, PDIP Agendakan Bertemu Gerindra, Golkar, PKB, PPP dan PAN",0,0
EDUKASI : Menelaah Pesan Berantai Di Media Sosial,1,1
Akun Whatsap Bupati Sinjai Andi Seto Asapa “+6281232714315”,1,1
"Digagas Busyro Cs, Petisi Tolak Pindah Ibu Kota Diteken 11 Ribu Orang",0,0
Menkumham: Jangan Sampai Perbedaan Pilihan Politik Buat Kita Tercabik,0,0
Presiden Jokowi Kembali Lantik Megawati Sebagai Ketua Dewan Pengarah BPIP,0,0
Komisi I Klaim Keluarga TNI-Polri Tak Boleh Terlibat Diskusi Politik,0,0
Video “Mentri agama Yaqut di usir ketika hadir di tanah melayu”,1,1
Masinton PDIP: Andi Arief Berimajinasi soal Skenario Dua Paslon Capres,0,0
“Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah”,1,1
"Usai Rapat Koalisi di Rumah Anies, AHY Temui Surya Paloh Besok",0,0
"Campuran Air Kelapa Muda, Jeruk Nipis dan Garam dapat Menyembuhkan Covid-19",1,1
Ganjar Pranowo dan Pembacaan Rekomendasi Rakernas PDI-P soal Capres yang Sarat Pesan Politik,0,0
"AHY Bicara Kans Jadi Cawapres Anies, Harap Komunikasi Makin Intens",0,0
Jangan Libatkan Anak dalam Kampanye Pilkada dan Politik Praktis,0,0
SMRC Nilai Peluang Koalisi Gerindra dan NasDem Makin Kecil Usai Rakernas,0,0
“Metodologi Perang Informasi”,1,1
Mensesneg Tegaskan Belum Ada Nama Pengganti Menpan RB,0,0
PKS Tak Mau Ikut Campur soal Utang Rp50 Miliar Anies ke Sandi,0,0
Gambar Letusan Gunung Merapi pada 30 Mei 2022,1,1
"Tepat HUT TNI ke-20, Pemakaman 7 Pahlawan Revolusi Korban G30S di TMP Kalibata",0,0
Daftar Partai Politik yang Sudah Daftar Pemilu 2024,0,0
Jubir Luhut Binsar Pandjaitan Tak Bisa Buka Soal Klaim Big Data Penundaan Pemilu,0,0
"Masuk Daftar Capres Nasdem, Anies Baswedan Ucapkan Alhmadulillah",0,0
KPU: Partai Kebangkitan Nusantara Daftar sebagai Peserta Pemilu Siang Ini,0,0
Akun WhatsApp Wali Kota Surabaya dengan Nomor “082137781134” Memberikan Donasi Kepada Yayasan dan Pondok Pesantren,1,1
Tautan Undian Berhadiah ZARA untuk Memperingati HUT Ke-46,1,1
"RONALDO SUMBANG 1,5 JUTA DOLAR UNTUK PALESTINA BUKA PUASA RAMADHAN HINGGA JUAL SEPATU EMAS.",1,1
Nasdem: Safari Politik Anies Kerap Diganggu Institusi Negara,0,0
Golkar Rombak Anggota Fraksi di DPR Kembali ke Formasi Awal,0,0
“Diperiksa Polisi Dewi Tanjung Ditanya Soal menginap berdua dalam hotel bersama pengusaha tiongkok”,1,1
Pengacara Hotman Paris Hutapea Jadi Kuasa Hukum Habib Rizieq Shihab,1,1
"60 Persen Makanan Nestle Tak Sehat, DPR Soroti Kinerja BPOM",0,0
PDIP Respons Pertemuan 8 Parpol Tolak Pemilu Coblos Partai,0,0
Mantan Ketua MK: Jokowi Tak Penuhi Syarat Jadi Cawapres 2024,0,0
Jokowi Dikabarkan Masih Kesulitan Pilih Panglima TNI Baru,0,0
"UI Ubah Isi Pakta Integritas untuk Mahasiswa Baru, Termasuk soal Aturan Politik Praktis",0,0
"Di Acara NasDem, Mahathir Mohamad Sebut Pemimpin Harus Berani Amputasi Masalah",0,0
Jawa Barat Menggelar Pesta Kemenangan Sebagai Juara Umum PON Papua 2021,1,1
“JENDRAL GATOT MENYATAKAN BANSER NU RASIS”,1,1
Video Barack Obama Meresmikan Foto Anies Baswedan,1,1
"HUT PDIP ke-50, Tiap Kongres Megawati Terpilih sebagai Ketua Umum PDIP",0,0
Sandiaga Sebut Perjanjiannya dengan Prabowo dan Anies Baswedan Saat Pilgub DKI 2017 Masih Berlaku,0,0
"“Anies Juga ga kalah, Test Drive Sirkuit Monas”",1,1
"Perludem: Tanpa Revisi UU Pemilu, Tren Peradilan Politik Akan Menguat",0,0
Ganjar Pranowo Disarankan Turunkan Sekoci Politik Agar Pencapresan Semakin Mudah,0,0
Jokowi Desak Rusia-Ukraina Gencatan Senjata dan Setop Perang,0,0
Pimpinan DPR Sepakati 30 Orang Tim Pansus RUU Ibu Kota Negara,0,0
Wapres Ma'ruf Amin Minta Diaspora Indonesia di Mesir Jadi Penghubung Jalur Rempah,0,0
"Karantina Jadi Ladang Bisnis, DPR Minta Bongkar Permainan Terselubung",0,0
Panglima TNI Bantah Kabar OPM Sandera Pilot Susi Air,0,0
"Gambar Sampul Artikel Kompas.com Berjudul “Menurut Studi, Memeluk Pasangan Bisa Turunkan Stres pada Wanita”",1,1
Anies Baswedan Menandatangani Kontrak untuk Pimpin Jakarta dengan Syariat Islam,1,1
"Klarifikasi Kuasa Hukum Buni Yani Terkait Judul Artikel “Buni Yani: Saya Diterlantarkan Setelah Ahok Masuk Penjara, Saya Menyesal Mencelakai Ahok”",1,1
Pesan Whatsapp Mengatasnamakan Beacukai,1,1
PPP Kubu Mardiono Segera Datangi KPU usai Kantongi SK dari Kemenkumham,0,0
“Kasih tau yang lain bre :) saling mengingatkan”,1,1
Haris Azhar Sentil Dua Menko Jokowi dalam Diskusi Soal Oligarki,0,0
Bawaslu: Tak Ada Pelanggaran Kunjungan Anies Baswedan ke Aceh,0,0
“SURAT WAKALAH INFRA STRUKTUR DANA HAJI”,1,1
Anies di Acara Demokrat: Tidak Ada Musuh dalam Politik,0,0
GNPF dan PA 212 Bakal Gelar Aksi Bela Rakyat di Depan Istana Besok,0,0
“Pada ngeyel pakai masker itu kalau sakit aja. Panduan WHO sudah berubah d sini masiiiih aja 3M sampai setahun”,1,1
Ledia Hanifa PKS Berduka Oded M Danial Wafat: Sampai Sesak Dengarnya,0,0
Jokowi Puji Heru Budi soal Sodetan Ciliwung yang Mangkrak 6 Tahun,0,0
Sandiaga Uno Mengaku Diajak Gabung Jadi Kader PKS,0,0
Kata Bawaslu soal Dugaan KPU Manipulasi Verifikasi Faktual Partai Politik,0,0
“Tentara Cina sudah berada di Indonesia”,1,1
Petinggi PKB Sambangi Kantor DPP Golkar 10 Februari,0,0
"Hari Ke-9 Pendaftaran Peserta Pemilu 2024,  KPU Sebut Tak Ada Partai Mendaftar Hari Ini",0,0
"Tarik Dana Haji, BPKH Ancam Masyarakat Tak Dapat Berhaji Lagi Seumur Hidupnya",1,0
KPU Nilai Putusan MK soal Verifikasi Faktual untuk Pemilu 2019,0,0
Indonesia Dibodohkan Dengan Air Mineral,1,1
"Digadang-gadang Gantikan Anies Baswedan, Heru Bilang Banyak yang Lebih Baik",0,0
Mahfud Sebut Masukan Revisi UU ITE Masih Terbuka Bagi Warga,0,0
Akun Whatsapp Chatbot Qur’an Chat Me Curi Data User,1,1
"Diduga Langgar Etik Kasus Pembunuhan Brigadir J, Wadirreskrimum Ditahan di Mako Brimob",0,0
Gerindra: Pertemuan AHY dan Prabowo Bahas Kerja Sama Politik ke Depan,0,0
"Safari Politik PDI-P, Kans Puan Jadi Capres 2024 Dinilai Menguat",0,0
Cerita Jokowi Pemindahan Ibu Kota Gagal Sejak Era Sukarno hingga SBY,0,0
"Ganjar Berkali-kali Disentil Partainya, Pengamat Politik Undip Sebut PDI-P Mestinya Besyukur",0,0
"Tutup B20 Summit, Jokowi Berharap Usaha Besar Tak Lupakan Pelaku Usaha Kecil",0,0
PDIP Pastikan Bakal Panggil Dewan Kolonel: Kita Tertibkan Semua,0,0
"Polarisasi di Masyarakat Masih Terjadi, NasDem Sebut Rekonsiliasi usai Pilpres 2019 Gagal",0,0
Permohonan Kelonggaran Angsuran ke OJK,1,0
Permen Dot Mengandung Narkoba,1,1
"Sinyal Jokowi Dukung Ganjar, PDIP Anggap Sebatas 'Ice Breaking'",0,0
"Jokowi Reshuffle Kabinet, Istana Singgung Masalah Minyak Curah",0,0
Jokowi Tunjuk Dudung Abdurachman Jadi KSAD Gantikan Andika Perkasa,0,0
Pemain Lama dengan Bungkus Partai Baru di Pemilu 2024,0,0
Anggota DPR: Kasus Brigadir J Kado Buruk untuk Polri,0,0
"Opini WTP Kerap Jadi Modal Politik, BPK Bilang ""Itu Cuma Kulit-kulitnya""",0,0
“Binatang Langka dan Sangat Berbahaya yang Dapat Membunuh Setelah 4 Jam”,1,1
Hasto PDIP soal Safari Anies Dicap Tak Etis: Ini Soal Etika Pemimpin,0,0
Bantuan PPKM Rp1 Juta Bagi Pemilik Sertifikat Vaksinasi,1,0
"Ragam Proyek Kontroversial DPR: Multivitamin, Gorden hingga Cat Gedung",0,0
DITEMUKAN MAYAT MENGAMBANG DI DUDUKSAMPEYAN GRESIK,1,1
Haedar Nashir: Muhammadiyah Jaga Jarak dari Politik Praktis,0,0
Survei Sebut Isu Korupsi Buat Pesimis Generasi Muda Berpolitik,0,0
Mantan Presiden Iran Ahmadinejad Kembali Mencalonkan Diri dalam Pemilihan Presiden,0,1
Teka-teki Nama Calon Panglima TNI di Surat Presiden Jokowi,0,0
PDIP Tegaskan Keputusan soal Capres 2024 di Tangan Megawati,0,0
BPK Rasa Partai Politik...,0,0
Aksi Sigap Jokowi Saat Iriana Terpleset di Tangga Pesawat,0,0
MPR Usulkan Masa Jabatan Presiden menjadi 8 Tahun dan Jokowi Pimpin Indonesia sampai 2027,1,0
Waketum PKB Nilai Tak Ada Lagi Alasan Tunda Pemilu 2024,0,0
Tentara Ukraina Membunuh Pria Chechnya,1,1
“NATA DE COCO MENGANDUNG PLASTIK”,1,1
"WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN",1,1
Video “PEMALSU IJAZAH RESMI DIRINGKUS PAK DHE TAK TERTOLONG KESAKSIANNYA MENGEJUTKAN”,1,1
Narasi Pesan Himbauan Pencegahan Virus Corona Mengatasnamakan UNICEF,1,1
Link Mendaftarkan Bantuan Covid-19 Bagi yang Mempunyai E-KTP,1,1
Survei Populi Center: Hanya 6 Partai dengan Elektabilitas di Atas 4 Persen,0,0
"Tepis Isu Kerenggangan dengan Megawati, Jokowi: Anak Kadang Kala Bandel Biasa",0,0
Denny Indrayana Blak-blakan Sebut Dukung Anies Baswedan di depan Mahfud Md,0,0
"RUU PDP Selesai Dibahas, Sepakat Lembaga Pengawas di Bawah Presiden",0,0
Kala APPI Kaget Jokowi Tak Tahu Ada Rencana Revisi UU Sisdiknas,0,0
Jokowi Jawab Isu Reshuffle Menteri dari NasDem: Ditunggu Saja,0,0
“Poto Prabowo Presiden sudah mulai dilengketkan di dindingnya”,1,1
Survei Indostrategic: Simulasi Duet Anies-AHY Unggul di Jakarta,0,0
"Kaesang Mau Masuk Politik, Sandiaga: Lebih Baik Ikut Pilkada Dulu",0,0
Dony Maryadi Jadi Pimpinan Komisi VII Gantikan Bambang Pacul,0,0
"Pengawasan Bank Dialihkan ke BI, OJK: Itu Domain Politik...",0,0
“corona virus sudah viral di iqro”,1,1
Razia Besar-besaran Karena Kerabat Begal Akan Balas Dendam,1,1
Foto Bareng Anies Baswedan dengan Ulama Petinggi ISIS Yusuf Al-Qaradhawi,1,1
"Video dan Foto Korban Tawuran di Jembatan Siak IV, Pekanbaru",1,1
"ARTIKEL “TENDANG JEFF BEZOS, ELON MUSK KINI ORANG TERKAYA DI DUNIA BERKAT VTUBE”",1,1
Moeldoko Pantau Pelaksanaan Bebas Karantina PPLN di Bali,0,0
Foto “a polor bear doin in Arlington Texas”,1,1
Kode Rahasia Untuk Menghemat Penggunaan Listrik Selama 1 Bulan,1,1
"Ribuan Warga Tasik jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI",1,1
Pesan Singkat Shopee Bagi-Bagi Hadiah Rp175 Juta,1,1
“Sandiaga Uno Ijinkan FPI Razia di Hari Natal”,1,1
"Harun, Remaja yang Dianiaya Depan Masjid Al Huda Dikabarkan Mati Syahid",1,1
PDIP Desak 2 Menteri NasDem Mundur dari Kabinet Jokowi,0,0
Survei Indopol: Elektabilitas Ganjar Tempel Prabowo,0,0
Partai Ummat Lolos Jadi Peserta Pemilu 2024,0,0
Video “Persilangan Hewan antara Sapi n Babi”,1,1
Rebel News ungkap keborokan Vaksin Pfizer,1,1
7 Perintah Megawati untuk Kader PDIP,0,0
"Syarat Pemilih ""Sudah Kawin"", Penolakan MK, dan Kekhawatiran Politik...",0,0
Sigit Wardana Belum Tertarik Masuk ke Dunia Politik,0,0
"Soal Capres-Cawapres, Muhaimin: Prabowo Memenuhi Harapan, Cak Imin Membawa Selamat",0,0
FX Rudy Penuhi Panggilan PDIP Hari Ini soal Dukung Ganjar di Pilpres,0,0
Adian Napitupulu Puji Kepedulian Erick Thohir pada Korban Peristiwa Trisakti 98,0,0
Moeldoko Minta Elemen Pemerintah Tak Sibuk Berpolitik jelang 2024,0,0
"Wakil Rakyat Purworejo: Menyedihkan, Si Fahri Kagetnya Telat Banget",0,0
Prabowo Pose Dua Jari Untuk Pilkada Bontang,1,1
Jokowi Penuhi Permintaan Soal Kuota Khusus Anak Suku Dayak Jadi Prajurit TNI-Polri,0,0
"Jenguk Kasat Intel, KSP Minta Pedemo Tak Serang Petugas",0,0
"Diutangi Bank DKI Rp1,2 T, Ancol Bikin Curiga Ketua DPRD DKI",0,0
Akun Whatsapp Cawabup Tanjabbar Hairan Meminta Sejumlah Uang,1,1
Menkes soal Ratusan Meninggal di Tragedi Kanjuruhan: Karena Sesak Nafas,0,0
CEK FAKTA: Benarkah Iwan Fals Menyatakan Tidak Lagi Dukung Pemerintah?,0,0
Tito Karnavian Respons Sentilan Megawati soal Pemekaran Daerah,0,0
PANGERAN ARAB SAUDI MENINGGAL KARENA BUNUH DIRI,1,1
Foto “Gambar ‘pemandangan’ anak zaman sekarang”,1,1
"Mahfud MD: Denny Indrayana Dukung Anies, Saya Tidak",0,0
Moeldoko Peringatkan Abu Janda CS: Jangan Coba-coba Ganggu Stabilitas Politik,1,0
Jokowi Tolak Tanggapi NasDem Usung Anies Jadi Capres 2024,0,0
“Ternyata NKRI Sudah Mati Harga”,1,1
Karpet Merah Pencapresan Puan Maharani dan Risiko PDI-P Paksakan Diri...,0,0
"DPR Diimbau Bentuk Pansus Kasus Brigadir J, Komisi III Jawab Tak Bisa",0,0
"Hitung Cepat Indikator Politik Indonesia, Cellica-Aep Sementara Unggul di Pilkada Karawang",0,0
Gojek Bagikan Uang Rp2.000.000 sebagai Perayaan Hari Jadi ke-10 Tahun,1,1
"Pemekaran Papua, Ini Rincian 3 Provinsi Baru",0,0
Petugas Tewas Tersetrum Ketika Melakukan Perbaikan Listrik,1,1
Wanita Pemilik Warung Ditemukan Tewas di Cikarang,0,1
Ramai-ramai Kritik Arteria Dahlan Minta Copot Kajati Berbahasa Sunda,0,0
"Penjelasan Lengkap terkait Unggahan yang Bergambar Ridwan Kamil, Yusuf Mansur, dan TGB soal Dugaan Kasus Hukum yang Menimpa Mereka di Media Daring",1,1
Pria Bojonegoro meninggal karena mendengar musik dari HP nya sambil tidur & korslet.,1,1
Foto Poster Pengumuman Nikah Gratis di KUA se-Sulawesi Selatan,1,1
Video “Masjid/ mushola ditutup tpi knp ngadain konser cuk”,1,1
Fahri Hamzah Bela Fadli Zon yang Ditegur Prabowo Karena Sentil Jokowi,0,0
Anies diberi Gelar Pahlawan Internasional,1,1
Benarkah Guinness World Record Menobatkan Model Asal Sudan sebagai “The Queen of Darkness”?,1,1
"Tujuan, Fungsi, dan Cakupan Partisipasi Politik",0,0
"Soal Ridwan Kamil Masuk Golkar, Ini Kata Waketum Nurul Arifin",0,0
[SALAH) Akun Whatsapp Sekretaris Daerah Kabupaten Aceh Utara A. Murtala “+6281250401484”,1,1
Presiden Jokowi Bakal Melayat Buya Syafii Maarif Siang Ini,0,0
"“Breaking News; Pesantren Alquran Terbakar 28 Santri Dan Guru Meninggal Dunia, Semoga Yang Gugur Dalam Pesantren Tersebut Husnul Khotimah”",1,1
“perang Indonesia vs Australia diperbatasan tak terelakkan”,1,1
Jokowi Diminta Bebaskan Tahanan Politik dan Napi Teroris asal Maluku,0,0
Pilpres 2024 Diharapkan Diikuti 3 Pasang Calon untuk Cegah Polarisasi,0,0
Kompensasi Listrik oleh PLN Karena Work From Home,1,1
@call.serviis.homecredit.id dan @homecredir_pusat_bantuan Akun Instagram Official Home Credit,1,1
Airlangga Hartarto Beri Sinyal Duetkan Airin-Sahroni di Pilgub DKI,0,0
Eks Aktivis ICW Tama S. Langkun Jelaskan 2 Alasan Gabung Partai Perindo,0,0
Foto “1 korban dlm pengawasan Covid-19 di RS wahidin mks setelah bersalaman dgn Menhub Budi Karya”,1,1
Jawab Jokowi Soal Wacana 3 Periode: Saya Taat Konstitusi dan Kehendak Rakyat,0,0
"Selain Vonis Penjara, MA Juga Kurangi Pencabutan Hak Politik Edhy Prabowo Jadi 2 Tahun",0,0
Rocky Gerung Kritik Keras Jokowi Terbitkan Perppu Ciptaker,0,0
Eddy Soeparno Berduka: Haji Lulung Warnai PAN dengan 1 Kursi,0,0
"Cegah ""Politik Zakat"", Baznas Gandeng Bawaslu",0,0
Survei Indikator Politik: Mayoritas Publik Tak Percaya Sama Sekali Brigadir J Lecehkan Istri Sambo,0,0
"Disebut Hanya Teruskan Program Jokowi di Jakarta, Apa Kata Anies?",0,0
Ellen DeGeneres Distributes Help for Corona Virus on Facebook,1,1
“Di Pesan Khusus Peti Mati dari Kardus Untuk Ketua KPU”,1,1
"Penawaran Pencairan Dana Bantuan 1,2 Juta Bulan Januari – Februari 2022",1,1
"Buntut Panjang Acara Temu Relawan Jokowi, Dinilai Sarat Politik hingga Tuai Kecurigaan PDI-P",0,0
"Cerita Bos Freeport Bikin Akademi Sepakbola: Diperintah Jokowi, Libatkan Erick Thohir",0,0
Prabowo Bicara Perang Dunia Ketiga: Korban Jiwa Bisa Puluhan Juta,0,0
Jokowi Respons Capres Pilihan Megawati: Rakyat yang Pilih,0,0
KIB Bakal Minta Pendapat Jokowi soal Capres 2024,0,0
"Pengamat Politik Nilai jika Ganjar Capres dan Prabowo Cawapres, Anies Diprediksi Tumbang",0,0
"Rasamala, Eks Pegawai KPK Buat Partai Serikat Pembebasan",0,0
Jokowi Janji Bangun Dayak Center di IKN Nusantara,0,0
"NasDem Capreskan Anies, PDIP Dukung jika Jokowi Reshuffle Kabinet",0,0
PKS Ingin Pilpres 2024 Diikuti Minimal 3 Pasang Capres-Cawapres Demi Cegah Polarisasi,0,0
Wacana Koalisi PDI-P Gerindra Dinilai untuk Melihat Respons Publik,0,0
Ajakan melakukan kekerasan kalau dilarang takbir keliling,1,1
"SBY dan DPD Mulai Bahas Arah Politik Demokrat, Sekjen Sebut 9 September Akan Jadi Hari Istimewa",0,0
"Dihadiri PAN, Temu Jokowi-Parpol Tak Bahas Reshuffle Kabinet",0,0
Omicron Bukanlah Virus Melainkan Akibat Dari Keracunan Chemtrail Yang Disebar Di Udara,1,1
Formappi Sorot Kinerja DPR di 2021: Tumpul dan Manut Pemerintah,0,0
Pimpinan KPK Sebut Dua Pegawai Mundur karena Kondisi Politik dan Hukum,0,0
"Kangkung Mematikan, Pemuda di Solo Meninggal Karena Lintah dalam Kangkung",1,1
"UU Pilkada: Sumbangan Kampanye Perorangan Rp75 Juta, Swasta Rp750 Juta",0,0
Said Aqil: Jangan Pakai Agama untuk Bisnis dan Politik,0,0
KPU: Parpol Catut Nama Warga di Semua Provinsi,0,0
"Kantongi SK, Partai Ummat Besutan Amien Rais Puji Pemerintah",0,0
Link Hadiah Perayaan Ulang Tahun ke 30 Kopi Janji Jiwa,1,1
PDIP Serukan Revisi UU Praktik Kedokteran: Harus Dipercepat,0,0
"Kasus Handi-Salsa Lintas Kodam, NasDem Usul Panggil Panglima TNI",0,0
Pinjaman Dana Bantuan Covid-19 oleh Bupati Pasuruan Irsyad Yusuf,1,1
